fips,st,county,name,pop,lat,lon,metro,income_family,price_m2,median_price,sales,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
37093,NC,Hoke County,"Hoke County, NC",52610,35.0224,-79.2329,1,78900,1674.2,316152,1127,747,752,986,1382,1656
37095,NC,Hyde County,"Hyde County, NC",4635,35.4888,-76.2562,1,58300,3442.1,417730,51,765,770,956,1225,1437
37097,NC,Iredell County,"Iredell County, NC",187840,35.8441,-80.8772,1,109400,2080.8,396394,3237,1206,1253,1387,1908,2329
37099,NC,Jackson County,"Jackson County, NC",42390,35.2963,-83.1189,1,80800,3293.9,577759,637,836,868,961,1269,1274
37101,NC,Johnston County,"Johnston County, NC",219040,35.5132,-78.3652,1,132700,2015.6,359668,4048,1533,1592,1763,2192,2961
37103,NC,Jones County,"Jones County, NC",9265,35.0473,-77.3786,1,75300,1965.3,269192,79,751,756,930,1303,1562
37105,NC,Lee County,"Lee County, NC",63560,35.4764,-79.1784,1,73900,1812.3,322022,946,922,928,1172,1412,1774
37107,NC,Lenoir County,"Lenoir County, NC",55070,35.219,-77.6566,1,68300,1400.4,225853,422,735,740,930,1300,1497
37109,NC,Lincoln County,"Lincoln County, NC",87935,35.4846,-81.2284,1,99000,2222.2,425004,1459,1018,1058,1171,1623,1731
37113,NC,Macon County,"Macon County, NC",37090,35.1593,-83.4228,1,77000,2688.6,392987,742,722,894,1022,1231,1426
37115,NC,Madison County,"Madison County, NC",21415,35.8562,-82.7027,1,93100,2752.8,418300,232,1286,1347,1512,1944,2566
37117,NC,Martin County,"Martin County, NC",21990,35.8336,-77.1286,1,69200,1082.1,143201,137,704,709,930,1212,1233
37111,NC,McDowell County,"McDowell County, NC",44630,35.6842,-82.052,1,74100,2073.0,294094,437,780,836,930,1172,1243
37119,NC,Mecklenburg County,"Mecklenburg County, NC",1115405,35.2487,-80.8377,1,112200,2551.6,455283,15386,1586,1647,1824,2250,2852
37121,NC,Mitchell County,"Mitchell County, NC",14990,36.0286,-82.1358,1,78100,2230.8,325425,146,704,709,930,1161,1233
37123,NC,Montgomery County,"Montgomery County, NC",25840,35.3363,-79.8969,1,69100,2375.3,265203,295,760,765,930,1223,1562
37125,NC,Moore County,"Moore County, NC",100760,35.3018,-79.4772,1,109000,2229.6,448544,2192,986,1025,1135,1590,1906
37127,NC,Nash County,"Nash County, NC",95015,35.9738,-77.9818,1,79100,1693.7,298537,1137,855,860,1072,1463,1693
37129,NC,New Hanover County,"New Hanover County, NC",228135,34.2896,-77.8772,1,110900,2789.3,470453,4129,1083,1427,1580,2087,2485
37131,NC,Northampton County,"Northampton County, NC",17530,36.3973,-77.3144,1,68600,1531.0,221870,108,777,782,1026,1236,1412
37133,NC,Onslow County,"Onslow County, NC",203685,34.8374,-77.5305,1,80800,1905.3,308800,4440,879,927,1147,1616,1946
37135,NC,Orange County,"Orange County, NC",145920,36.0595,-79.1227,1,126200,2841.7,516509,1456,1548,1637,1872,2334,2807
37137,NC,Pamlico County,"Pamlico County, NC",12315,35.1043,-76.7929,1,92500,2531.1,418336,191,900,906,1188,1431,1575
37139,NC,Pasquotank County,"Pasquotank County, NC",40455,36.3132,-76.3062,1,85000,1961.8,312996,736,903,909,1192,1599,1915
37141,NC,Pender County,"Pender County, NC",61590,34.5551,-77.9156,1,101400,2384.0,468931,1446,740,974,1079,1512,1812
37143,NC,Perquimans County,"Perquimans County, NC",13055,36.2815,-76.4889,1,85200,1886.5,330490,165,753,758,994,1393,1415
37145,NC,Person County,"Person County, NC",39130,36.391,-78.9718,1,85300,2078.4,314085,327,790,795,1031,1445,1483
37147,NC,Pitt County,"Pitt County, NC",171195,35.6063,-77.3544,1,82100,1683.5,280674,2188,878,883,1096,1484,1840
37149,NC,Polk County,"Polk County, NC",19540,35.2997,-82.1872,1,86700,2586.1,451099,304,836,841,1046,1335,1757
37151,NC,Randolph County,"Randolph County, NC",144405,35.7109,-79.806,1,85600,1926.2,286322,1328,999,1039,1150,1463,1646
37153,NC,Richmond County,"Richmond County, NC",43150,35.0177,-79.721,1,63200,1325.3,186900,247,767,840,930,1303,1562
37155,NC,Robeson County,"Robeson County, NC",117575,34.6298,-79.0804,1,53500,1419.9,233901,471,718,734,930,1182,1362
37157,NC,Rockingham County,"Rockingham County, NC",91210,36.3944,-79.7746,1,83300,1685.4,253415,1025,714,793,1041,1316,1499
37159,NC,Rowan County,"Rowan County, NC",147065,35.6438,-80.5259,1,89800,2001.3,301101,1920,1044,1050,1285,1691,2158
37161,NC,Rutherford County,"Rutherford County, NC",64680,35.3886,-81.9008,1,66300,1916.5,299277,684,803,807,930,1255,1442
37163,NC,Sampson County,"Sampson County, NC",59315,35.0393,-78.3755,1,72500,1676.3,271117,322,709,797,930,1131,1337
37165,NC,Scotland County,"Scotland County, NC",34220,34.8186,-79.4814,1,56200,1212.4,179617,209,788,793,930,1228,1233
37167,NC,Stanly County,"Stanly County, NC",62725,35.3454,-80.2286,1,88600,1962.9,319075,833,672,747,980,1342,1628
37169,NC,Stokes County,"Stokes County, NC",44695,36.4025,-80.2402,1,86700,1867.9,308574,425,945,992,1163,1526,1794
37171,NC,Surry County,"Surry County, NC",71430,36.4118,-80.6931,1,75400,1831.9,256886,491,704,709,930,1120,1489
37173,NC,Swain County,"Swain County, NC",14130,35.4571,-83.4857,1,82200,2784.2,376636,171,757,762,930,1303,1398
37175,NC,Transylvania County,"Transylvania County, NC",33130,35.2054,-82.8035,1,88300,3111.9,544927,548,871,877,1150,1386,1729
37177,NC,Tyrrell County,"Tyrrell County, NC",3390,35.8148,-76.2371,1,67000,1621.3,212047,18,744,749,930,1303,1398
37179,NC,Union County,"Union County, NC",240110,34.9946,-80.5347,1,112200,2296.1,480220,3884,1586,1647,1824,2250,2852
37181,NC,Vance County,"Vance County, NC",42490,36.3552,-78.3991,1,61800,1506.3,230596,235,774,779,1022,1250,1388
37183,NC,Wake County,"Wake County, NC",1132105,35.7775,-78.6557,1,132700,2390.5,476296,16853,1533,1592,1763,2192,2961
37185,NC,Warren County,"Warren County, NC",18805,36.3897,-78.1108,1,58600,2542.6,432435,181,704,709,930,1127,1233
37187,NC,Washington County,"Washington County, NC",11050,35.8232,-76.5776,1,68800,836.6,101639,74,704,709,930,1168,1377
37189,NC,Watauga County,"Watauga County, NC",54540,36.2313,-81.7168,1,94300,3522.4,582106,947,874,1004,1274,1555,2139
37191,NC,Wayne County,"Wayne County, NC",117480,35.3656,-77.9836,1,72400,1724.9,273917,1262,897,902,1184,1456,1918
37193,NC,Wilkes County,"Wilkes County, NC",66125,36.225,-81.1355,1,65600,1980.8,268242,425,780,807,930,1244,1386
37195,NC,Wilson County,"Wilson County, NC",78665,35.7116,-77.9135,1,79300,1651.4,260835,825,795,800,1006,1304,1495
37197,NC,Yadkin County,"Yadkin County, NC",37280,36.1534,-80.6613,1,86700,1886.9,281447,249,945,992,1163,1526,1794
37199,NC,Yancey County,"Yancey County, NC",18540,35.9185,-82.3109,1,80300,2560.2,392181,213,704,709,930,1228,1233
38001,ND,Adams County,"Adams County, ND",2190,46.0726,-102.5282,1,111700,831.6,210647,19,753,758,928,1300,1558
38003,ND,Barnes County,"Barnes County, ND",10825,46.936,-98.0717,1,102900,1188.5,214355,80,703,707,928,1118,1558
38005,ND,Benson County,"Benson County, ND",5960,48.1088,-99.4851,1,78800,1472.0,295800,5,807,810,928,1300,1558
38007,ND,Billings County,"Billings County, ND",840,47.106,-103.4141,1,115800,2612.2,599900,1,753,758,928,1300,1558
38009,ND,Bottineau County,"Bottineau County, ND",6410,48.8127,-100.8332,1,111500,1309.0,282763,35,759,763,928,1281,1558
38011,ND,Bowman County,"Bowman County, ND",2975,46.1109,-103.5206,1,106700,1102.0,217650,12,807,838,928,1300,1435
38013,ND,Burke County,"Burke County, ND",2185,48.7695,-102.5186,1,126600,916.2,182643,7,703,707,928,1118,1558
38015,ND,Burleigh County,"Burleigh County, ND",98445,46.9807,-100.4601,1,128200,1829.8,362884,1137,828,917,1023,1433,1718
38019,ND,Cavalier County,"Cavalier County, ND",3690,48.7682,-98.4645,1,105300,1291.4,139644,18,753,758,928,1300,1558
38021,ND,Dickey County,"Dickey County, ND",5005,46.1123,-98.5057,1,98000,1062.7,140975,16,727,732,928,1232,1558
38023,ND,Divide County,"Divide County, ND",2195,48.813,-103.4858,1,118600,712.4,163180,10,1151,1159,1419,1710,2383
38025,ND,Dunn County,"Dunn County, ND",4050,47.3372,-102.6095,1,137900,1629.8,297581,16,753,758,952,1159,1593
38027,ND,Eddy County,"Eddy County, ND",2345,47.7173,-98.9018,1,90300,779.9,93750,2,703,707,928,1300,1558
38029,ND,Emmons County,"Emmons County, ND",3295,46.2878,-100.2334,1,98800,1060.9,178253,19,703,707,928,1118,1558
38031,ND,Foster County,"Foster County, ND",3390,47.457,-98.8828,1,121900,1158.5,184650,16,807,838,928,1300,1558
38033,ND,Golden Valley County,"Golden Valley County, ND",1735,46.909,-103.85,1,108300,964.3,186596,12,756,761,932,1123,1565
38037,ND,Grant County,"Grant County, ND",2320,46.3349,-101.6445,1,89000,1511.4,333725,4,753,758,928,1300,1558
38039,ND,Griggs County,"Griggs County, ND",2310,47.4566,-98.2371,1,99900,1014.5,165267,9,703,707,928,1180,1558
38041,ND,Hettinger County,"Hettinger County, ND",2475,46.4552,-102.4604,1,104900,1075.2,195224,21,753,758,928,1151,1558
38043,ND,Kidder County,"Kidder County, ND",2390,46.9798,-99.78,1,89200,2288.5,326082,11,807,809,928,1300,1558
38045,ND,LaMoure County,"LaMoure County, ND",4135,46.4569,-98.5355,1,105100,1119.9,171206,16,754,759,928,1300,1558
38047,ND,Logan County,"Logan County, ND",1850,46.4575,-99.4774,1,80400,576.3,124331,8,802,807,988,1384,1659
38049,ND,McHenry County,"McHenry County, ND",5325,48.2401,-100.6363,1,105000,980.6,200071,41,703,707,928,1199,1558
38051,ND,McIntosh County,"McIntosh County, ND",2530,46.1126,-99.4415,1,85800,978.5,144668,11,807,838,928,1300,1558
38053,ND,McKenzie County,"McKenzie County, ND",14080,47.6781,-103.4561,1,122700,2388.2,419406,101,1090,1096,1351,1628,2235
38055,ND,McLean County,"McLean County, ND",9780,47.5706,-101.0991,1,112900,1192.5,212229,79,807,809,928,1300,1558
38057,ND,Mercer County,"Mercer County, ND",8365,47.3087,-101.9357,1,111100,1097.1,235968,73,812,869,1140,1373,1511
38059,ND,Morton County,"Morton County, ND",33190,46.746,-101.0953,1,128200,1733.5,325603,356,828,917,1023,1433,1718
38061,ND,Mountrail County,"Mountrail County, ND",9650,48.226,-102.3132,1,105700,1238.1,223846,35,700,843,933,1307,1482
38063,ND,Nelson County,"Nelson County, ND",3025,47.9336,-98.175,1,105600,766.5,90600,4,807,827,928,1300,1558
38065,ND,Oliver County,"Oliver County, ND",1830,47.1112,-101.3404,1,128200,2973.4,476590,18,828,917,1023,1433,1718
38067,ND,Pembina County,"Pembina County, ND",6855,48.7678,-97.5481,1,98000,1021.3,136919,37,807,838,928,1300,1558
38069,ND,Pierce County,"Pierce County, ND",4000,48.241,-100.0427,1,102000,950.4,192131,18,807,838,928,1226,1289
38071,ND,Ramsey County,"Ramsey County, ND",11615,48.288,-98.6663,1,100400,2220.4,281589,19,636,722,928,1300,1409
38073,ND,Ransom County,"Ransom County, ND",5665,46.4562,-97.6574,1,104000,1132.5,226000,38,711,716,928,1225,1558
38075,ND,Renville County,"Renville County, ND",2280,48.6604,-101.6638,1,93000,1301.8,215875,20,709,713,936,1128,1307
38077,ND,Richland County,"Richland County, ND",16550,46.2609,-96.9525,1,110100,1399.4,243191,140,703,707,928,1300,1558
38079,ND,Rolette County,"Rolette County, ND",12290,48.7688,-99.8407,1,70800,1891.4,165000,1,703,707,928,1187,1558
38081,ND,Sargent County,"Sargent County, ND",3830,46.1121,-97.631,1,104800,915.5,140019,13,767,771,928,1283,1558
38083,ND,Sheridan County,"Sheridan County, ND",1340,47.5874,-100.3414,1,99900,638.0,117475,4,756,761,932,1306,1565
38085,ND,Sioux County,"Sioux County, ND",3895,46.177,-100.8597,1,45900,5615.9,1200000,1,807,814,928,1150,1402
38089,ND,Stark County,"Stark County, ND",32990,46.8055,-102.6549,1,109300,1603.2,328679,419,850,855,1020,1429,1713
38091,ND,Steele County,"Steele County, ND",1775,47.4561,-97.7247,1,111000,1228.6,187077,13,753,758,928,1300,1558
38093,ND,Stutsman County,"Stutsman County, ND",21610,46.9787,-98.9588,1,110900,1269.0,225502,143,708,713,928,1300,1558
38095,ND,Towner County,"Towner County, ND",2150,48.6817,-99.2456,1,97800,1554.3,286667,3,753,758,928,1300,1558
38097,ND,Traill County,"Traill County, ND",8005,47.4555,-97.1631,1,121900,1276.4,239774,72,745,749,928,1226,1230
38099,ND,Walsh County,"Walsh County, ND",10555,48.3689,-97.7189,1,94700,1265.1,179282,66,747,752,928,1205,1558
38101,ND,Ward County,"Ward County, ND",69530,48.1535,-101.5418,1,112300,1491.2,293729,831,721,808,1040,1457,1746
38103,ND,Wells County,"Wells County, ND",3990,47.587,-99.6609,1,91700,642.2,102857,7,807,811,928,1300,1558
38105,ND,Williams County,"Williams County, ND",39075,48.3446,-103.3728,1,113000,2024.8,358554,370,1003,1026,1154,1617,1938
31001,NE,Adams County,"Adams County, NE",31145,40.5245,-98.5011,1,91500,1154.4,220886,341,662,756,907,1192,1203
31003,NE,Antelope County,"Antelope County, NE",6300,42.1762,-98.0667,1,83500,935.0,165581,13,622,691,907,1204,1208
31007,NE,Banner County,"Banner County, NE",670,41.5455,-103.7106,1,92600,2771.8,360000,1,622,691,907,1129,1204
31011,NE,Boone County,"Boone County, NE",5395,41.7148,-98.0702,1,94300,966.5,224643,14,622,691,907,1170,1339
31013,NE,Box Butte County,"Box Butte County, NE",10780,42.2203,-103.0857,1,90700,1181.0,154243,18,625,695,912,1099,1209
31019,NE,Buffalo County,"Buffalo County, NE",50105,40.8572,-99.0699,1,104800,1493.7,316908,421,651,778,941,1254,1580
31021,NE,Burt County,"Burt County, NE",6715,41.8493,-96.3206,1,86100,1217.1,174433,75,622,691,907,1093,1230
31023,NE,Butler County,"Butler County, NE",8375,41.2219,-97.1311,1,109800,1077.4,206287,45,622,698,907,1198,1203
31025,NE,Cass County,"Cass County, NE",26750,40.9095,-96.1371,1,113700,1779.9,316663,354,990,1052,1261,1675,1864
31027,NE,Cedar County,"Cedar County, NE",8375,42.6121,-97.2499,1,103200,1265.3,209158,31,622,713,907,1227,1491
31031,NE,Cherry County,"Cherry County, NE",5475,42.5454,-101.1187,1,83800,1408.7,232632,19,622,765,907,1096,1204
31033,NE,Cheyenne County,"Cheyenne County, NE",9490,41.2191,-102.9949,1,84700,1451.2,177160,10,752,757,979,1218,1298
31035,NE,Clay County,"Clay County, NE",6090,40.5244,-98.0515,1,96300,1055.7,202349,46,622,729,907,1093,1274
31037,NE,Colfax County,"Colfax County, NE",10565,41.5732,-97.0855,1,86900,1276.1,219533,36,642,770,936,1128,1241
31039,NE,Cuming County,"Cuming County, NE",9000,41.9164,-96.7873,1,95500,1243.8,227409,63,622,782,907,1198,1203
31041,NE,Custer County,"Custer County, NE",10565,41.3934,-99.7261,1,88000,949.3,166977,13,622,720,907,1208,1340
31043,NE,Dakota County,"Dakota County, NE",21310,42.4023,-96.5549,1,90100,1624.4,287760,126,715,818,1043,1257,1383
31045,NE,Dawes County,"Dawes County, NE",8280,42.719,-103.1354,1,81700,1441.2,243166,9,638,709,930,1230,1235
31047,NE,Dawson County,"Dawson County, NE",24035,40.8734,-99.8197,1,83400,1175.3,192418,172,631,831,920,1161,1220
31049,NE,Deuel County,"Deuel County, NE",1860,41.1106,-102.3338,1,82400,585.2,51000,1,622,691,907,1200,1204
31051,NE,Dixon County,"Dixon County, NE",5580,42.5025,-96.8685,1,99200,1171.5,194130,23,715,818,1043,1257,1383
31053,NE,Dodge County,"Dodge County, NE",37175,41.5939,-96.6531,1,97500,1591.2,229188,406,690,767,1006,1212,1334
31055,NE,Douglas County,"Douglas County, NE",582640,41.289,-96.1491,1,113700,1788.5,319564,7944,990,1052,1261,1675,1864
31059,NE,Fillmore County,"Fillmore County, NE",5555,40.5245,-97.5956,1,107900,1009.6,171594,52,622,819,907,1135,1204
31061,NE,Franklin County,"Franklin County, NE",2900,40.1753,-98.9528,1,83200,788.1,132675,18,622,739,907,1198,1203
31063,NE,Frontier County,"Frontier County, NE",2490,40.5257,-100.3942,1,87900,789.0,123040,13,622,691,907,1233,1282
31065,NE,Furnas County,"Furnas County, NE",4630,40.1756,-99.9122,1,82200,695.5,160486,10,622,781,907,1200,1204
31067,NE,Gage County,"Gage County, NE",21655,40.2616,-96.6894,1,95300,1178.5,195183,218,622,691,907,1093,1251
31073,NE,Gosper County,"Gosper County, NE",1875,40.5255,-99.8123,1,94300,2190.3,305056,18,622,691,907,1195,1412
31077,NE,Greeley County,"Greeley County, NE",2210,41.5672,-98.5212,1,91200,1211.8,639000,1,622,691,907,1093,1203
31079,NE,Hall County,"Hall County, NE",62575,40.8725,-98.5021,1,89100,1324.7,276155,534,770,911,1123,1426,1832
31081,NE,Hamilton County,"Hamilton County, NE",9400,40.8652,-98.0158,1,110800,1285.0,274966,71,622,733,907,1271,1441
31083,NE,Harlan County,"Harlan County, NE",3095,40.1754,-99.4046,1,101300,1547.7,254158,3,622,729,907,1129,1203
31085,NE,Hayes County,"Hayes County, NE",920,40.525,-101.0622,1,88600,660.9,70000,1,622,691,907,1129,1204
31087,NE,Hitchcock County,"Hitchcock County, NE",2620,40.1753,-101.0431,1,74500,1165.9,172000,1,622,691,907,1093,1454
31089,NE,Holt County,"Holt County, NE",10150,42.4654,-98.7853,1,87500,1143.3,294000,1,622,751,907,1093,1204
31093,NE,Howard County,"Howard County, NE",6475,41.2202,-98.5171,1,97700,1265.3,277778,18,685,823,999,1204,1324
31095,NE,Jefferson County,"Jefferson County, NE",7185,40.175,-97.1426,1,84600,940.8,144818,83,622,717,907,1198,1352
31097,NE,Johnson County,"Johnson County, NE",5295,40.3925,-96.265,1,82600,1301.2,197000,34,622,691,907,1093,1204
31099,NE,Kearney County,"Kearney County, NE",6655,40.5029,-98.9507,1,106800,1277.7,226359,54,631,701,920,1108,1220
31101,NE,Keith County,"Keith County, NE",8305,41.1995,-101.6618,1,84100,1435.4,274152,11,622,729,907,1145,1286
31105,NE,Kimball County,"Kimball County, NE",3395,41.1964,-103.7148,1,76800,1456.1,165281,49,622,691,907,1271,1501
31107,NE,Knox County,"Knox County, NE",8415,42.6193,-97.8645,1,89900,1093.8,186430,25,622,691,907,1162,1388
31109,NE,Lancaster County,"Lancaster County, NE",322065,40.7843,-96.6879,1,107500,1803.2,313441,4282,815,910,1125,1576,1685
31111,NE,Lincoln County,"Lincoln County, NE",34530,41.0469,-100.7451,1,88900,1526.3,218076,387,698,703,922,1155,1375
31113,NE,Logan County,"Logan County, NE",840,41.5664,-100.4829,1,93400,798.4,113750,4,622,691,907,1129,1204
31115,NE,Loup County,"Loup County, NE",630,41.9138,-99.4544,1,79700,3158.4,500000,1,622,691,907,1129,1204
31119,NE,Madison County,"Madison County, NE",35540,41.9165,-97.6008,1,92000,1438.6,264767,365,636,707,928,1192,1452
31121,NE,Merrick County,"Merrick County, NE",7675,41.1414,-98.1005,1,89800,1286.9,207962,44,622,752,907,1113,1487
31123,NE,Morrill County,"Morrill County, NE",4560,41.7203,-103.0104,1,89400,1100.0,133742,31,622,721,907,1093,1204
31125,NE,Nance County,"Nance County, NE",3365,41.4021,-97.9869,1,87700,908.3,177612,8,622,691,907,1093,1204
31127,NE,Nemaha County,"Nemaha County, NE",7020,40.3922,-95.8544,1,87500,1216.3,157885,32,622,691,907,1271,1387
31129,NE,Nuckolls County,"Nuckolls County, NE",4090,40.1753,-98.0477,1,91700,810.1,118798,26,622,691,907,1093,1204
31131,NE,Otoe County,"Otoe County, NE",15995,40.6535,-96.1312,1,115100,1618.3,270102,153,625,695,912,1206,1211
31133,NE,Pawnee County,"Pawnee County, NE",2555,40.1311,-96.2371,1,78200,862.2,140667,13,622,691,907,1156,1204
31137,NE,Phelps County,"Phelps County, NE",8965,40.5127,-99.4136,1,98500,1330.9,219326,30,622,722,907,1218,1381
31139,NE,Pierce County,"Pierce County, NE",7300,42.2643,-97.6014,1,92300,1063.2,154247,28,622,811,907,1125,1447
31141,NE,Platte County,"Platte County, NE",34220,41.5543,-97.497,1,100100,1403.2,282380,341,651,724,950,1255,1260
31143,NE,Polk County,"Polk County, NE",5180,41.184,-97.5618,1,100200,950.8,148659,41,622,691,907,1093,1204
31145,NE,Red Willow County,"Red Willow County, NE",10690,40.1752,-100.4777,1,96200,963.6,156658,8,622,691,907,1093,1203
31147,NE,Richardson County,"Richardson County, NE",7850,40.1309,-95.7193,1,85800,1073.1,161800,5,622,691,907,1093,1203
31149,NE,Rock County,"Rock County, NE",1310,42.4257,-99.4526,1,76900,667.8,135000,1,622,691,907,1129,1204
31151,NE,Saline County,"Saline County, NE",14275,40.5241,-97.1408,1,96100,1353.8,216059,120,622,719,907,1271,1449
31153,NE,Sarpy County,"Sarpy County, NE",191270,41.1203,-96.0993,1,113700,1849.8,369031,3265,990,1052,1261,1675,1864
31155,NE,Saunders County,"Saunders County, NE",22375,41.2463,-96.6315,1,118200,1891.3,315964,236,772,854,983,1226,1451
31157,NE,Scotts Bluff County,"Scotts Bluff County, NE",36050,41.8499,-103.7076,1,89100,1911.2,216377,310,645,759,940,1317,1372
31159,NE,Seward County,"Seward County, NE",17645,40.8725,-97.1396,1,114200,1633.6,279475,171,686,718,942,1320,1477
31163,NE,Sherman County,"Sherman County, NE",2970,41.2205,-98.9761,1,75800,1226.3,225143,7,622,691,907,1247,1364
31165,NE,Sioux County,"Sioux County, NE",1160,42.4878,-103.7632,1,71000,1737.9,232500,1,622,691,907,1129,1204
31167,NE,Stanton County,"Stanton County, NE",5830,41.9169,-97.1939,1,100600,1536.7,208999,35,723,803,1054,1270,1397
31169,NE,Thayer County,"Thayer County, NE",5005,40.1753,-97.595,1,87800,977.3,149333,12,622,691,907,1093,1203
31173,NE,Thurston County,"Thurston County, NE",6715,42.147,-96.4541,1,76400,881.0,171531,8,622,691,907,1115,1203
31175,NE,Valley County,"Valley County, NE",4055,41.5673,-98.9818,1,90900,927.9,125000,1,622,703,907,1093,1204
31177,NE,Washington County,"Washington County, NE",20885,41.5377,-96.2216,1,113700,1826.8,349757,221,990,1052,1261,1675,1864
31179,NE,Wayne County,"Wayne County, NE",9700,42.221,-97.1411,1,89500,1165.8,173996,5,622,691,907,1093,1502
31181,NE,Webster County,"Webster County, NE",3410,40.1752,-98.5,1,84500,697.9,139479,15,622,691,907,1200,1204
31185,NE,York County,"York County, NE",14210,40.8726,-97.5969,1,95600,1361.6,202357,128,644,716,939,1131,1245
33001,NH,Belknap County,"Belknap County, NH",63920,43.5232,-71.4243,1,120300,3298.5,506670,1037,1019,1182,1479,1864,2221
33003,NH,Carroll County,"Carroll County, NH",50685,43.8579,-71.1742,1,106200,3140.7,501627,1102,973,1127,1395,1876,2328
33005,NH,Cheshire County,"Cheshire County, NH",76600,42.9291,-72.2603,1,107000,2497.3,389928,870,1061,1180,1548,2013,2052
33007,NH,Coos County,"Coos County, NH",31439,44.6941,-71.3057,1,88800,1763.7,241075,487,812,817,1072,1416,1421
33009,NH,Grafton County,"Grafton County, NH",90840,43.9472,-71.8324,1,108100,2999.0,446144,1292,1104,1156,1516,2019,2109
33011,NH,Hillsborough County,"Hillsborough County, NH",422735,42.9205,-71.7907,1,136334,3017.5,517449,4810,1389,1534,2012,2566,2789
33013,NH,Merrimack County,"Merrimack County, NH",153915,43.3136,-71.7513,1,123900,2922.5,481175,1879,1120,1230,1614,2132,2140
33015,NH,Rockingham County,"Rockingham County, NH",315180,42.9824,-71.2099,1,143334,3504.1,623402,4286,1447,1537,1997,2492,2741
33017,NH,Strafford County,"Strafford County, NH",130965,43.2738,-71.0311,1,140500,3165.9,496470,1410,1475,1517,1961,2429,2749
33019,NH,Sullivan County,"Sullivan County, NH",43350,43.4102,-72.2297,1,104600,2411.4,377906,509,980,1084,1422,1902,2068
34001,NJ,Atlantic County,"Atlantic County, NJ",274340,39.4681,-74.688,1,98300,2537.0,384907,3300,1240,1414,1719,2409,2654
34003,NJ,Bergen County,"Bergen County, NJ",953245,40.9382,-74.0306,1,137100,4685.6,768449,7202,1556,1807,2072,2550,3225
34005,NJ,Burlington County,"Burlington County, NJ",461855,39.8953,-74.6676,1,119400,2578.3,395830,5378,1372,1512,1802,2171,2468
34007,NJ,Camden County,"Camden County, NJ",522580,39.8309,-74.9994,1,119400,2387.1,358824,5513,1372,1512,1802,2171,2468
34009,NJ,Cape May County,"Cape May County, NJ",95455,39.2063,-74.8001,1,124600,6198.7,750995,2711,1192,1213,1591,2127,2135
34011,NJ,Cumberland County,"Cumberland County, NJ",153590,39.3344,-75.0878,1,86500,2059.3,269781,1340,1208,1275,1591,2163,2186
34013,NJ,Essex County,"Essex County, NJ",853375,40.7988,-74.2556,1,135300,4045.9,694602,5314,1551,1768,2140,2695,3065
34015,NJ,Gloucester County,"Gloucester County, NJ",302620,39.7587,-75.1665,1,119400,2325.3,371092,3422,1372,1512,1802,2171,2468
34017,NJ,Hudson County,"Hudson County, NJ",712030,40.7407,-74.0722,1,107500,5318.7,705422,4210,1999,2029,2299,2822,3218
34019,NJ,Hunterdon County,"Hunterdon County, NJ",129100,40.5716,-74.9289,1,153400,3202.0,599420,1336,1540,1731,2176,2622,2885
34021,NJ,Mercer County,"Mercer County, NJ",383730,40.2782,-74.703,1,126900,3041.3,461195,3301,1391,1605,2028,2443,2747
34023,NJ,Middlesex County,"Middlesex County, NJ",860145,40.4346,-74.3768,1,153400,3744.5,544548,6679,1540,1731,2176,2622,2885
34025,NJ,Monmouth County,"Monmouth County, NJ",643065,40.2761,-74.1604,1,136800,4057.2,715438,7141,1474,1654,2040,2717,3023
34027,NJ,Morris County,"Morris County, NJ",508815,40.8936,-74.4966,1,135300,3924.1,690467,4806,1551,1768,2140,2695,3065
34029,NJ,Ocean County,"Ocean County, NJ",638690,39.9343,-74.2941,1,136800,3205.5,481028,9563,1474,1654,2040,2717,3023
34031,NJ,Passaic County,"Passaic County, NJ",519985,41.0959,-74.3295,1,137100,3847.8,602415,3093,1556,1807,2072,2550,3225
34033,NJ,Salem County,"Salem County, NJ",64840,39.5949,-75.3813,1,119400,1961.8,266848,798,1372,1512,1802,2171,2468
34035,NJ,Somerset County,"Somerset County, NJ",344980,40.5683,-74.6194,1,153400,3835.0,631790,3259,1540,1731,2176,2622,2885
34037,NJ,Sussex County,"Sussex County, NJ",144810,41.1589,-74.6953,1,135300,3021.9,430793,1981,1551,1768,2140,2695,3065
34039,NJ,Union County,"Union County, NJ",572080,40.6615,-74.3127,1,135300,4534.7,665627,3813,1551,1768,2140,2695,3065
34041,NJ,Warren County,"Warren County, NJ",109740,40.8955,-74.9407,1,133700,2654.0,402407,1278,1385,1392,1686,2159,2523
35003,NM,Catron County,"Catron County, NM",3635,33.9433,-108.414,1,66100,2621.1,314042,24,678,764,933,1273,1549
35005,NM,Chaves County,"Chaves County, NM",64700,33.4802,-104.3756,1,65900,1525.7,232415,581,693,737,953,1234,1413
35006,NM,Cibola County,"Cibola County, NM",27210,34.9419,-108.0002,1,69300,1260.9,202308,63,678,783,933,1171,1237
35007,NM,Colfax County,"Colfax County, NM",12370,36.6091,-104.6468,1,70300,2863.3,417673,202,811,843,933,1247,1549
35009,NM,Curry County,"Curry County, NM",48325,34.5446,-103.3103,1,73500,1430.4,224154,596,667,805,973,1246,1634
35011,NM,De Baca County,"De Baca County, NM",1695,34.3009,-104.4506,1,88500,858.7,118000,8,678,711,933,1227,1549
